image,x,y,w,h,contrast,area_px,aspect,fill,polarity,sat_frac,dark_frac,on_grid8,near_edge,matches,evidence_class,score,verdict,flags
ESP_093493_1390_RED.browse_enh.png,2880,1540,16,28,1.15,448,1.75,0.429,dark,0.047,0.011,False,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093493_1390_RED.browse_enh.png,2832,2480,24,24,1.0,576,1.0,0.417,dark,0.087,0.078,True,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_MIRB.browse_enh.png,1364,5820,28,36,1.03,1008,1.29,0.556,dark,0.259,0.045,False,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_MIRB.browse_enh.png,1112,6304,20,24,1.04,480,1.2,0.433,dark,0.033,0.033,True,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_MIRB.browse_enh.png,1644,7108,32,28,1.0,896,1.14,0.482,dark,0.0,0.065,False,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_MRGB.browse_enh.png,1364,5820,28,36,1.03,1008,1.29,0.587,dark,0.257,0.045,False,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_MRGB.browse_enh.png,1112,6304,20,24,1.04,480,1.2,0.433,dark,0.033,0.033,True,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_MRGB.browse_enh.png,2336,9416,24,12,1.2,288,2.0,0.667,dark,0.0,0.0,True,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_RED.browse_enh.png,1064,5984,20,16,1.06,320,1.25,0.65,bright,0.272,0.028,True,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_RED.browse_enh.png,1044,6408,28,28,0.98,784,1.0,0.449,bright,0.085,0.001,False,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_RED.browse_enh.png,1836,7220,32,40,1.0,1280,1.25,0.325,dark,0.044,0.0,False,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093495_2105_MRGB.browse_enh.png,2172,3472,16,24,1.1,384,1.5,0.5,dark,0.0,0.01,False,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093495_2105_RED.browse_enh.png,3476,4040,24,24,1.0,576,1.0,0.333,dark,0.016,0.01,False,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093497_1560_RED.browse_enh.png,616,1324,28,24,1.02,672,1.17,0.405,bright,0.171,0.0,False,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093497_1980_MIRB.browse_enh.png,1224,804,32,12,1.9,384,2.67,0.542,bright,0.034,0.0,False,False,1,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093498_2095_MIRB.browse_enh.png,772,276,36,12,0.81,432,3.0,0.593,bright,0.303,0.067,False,False,2,3,39.0,"Candidate surface feature (corresponding feature found in 2 related frames) - evidence class 3 (weak, single acquisition)",
ESP_093498_2095_MIRB.browse_enh.png,220,2220,24,20,1.04,480,1.2,0.433,bright,0.188,0.0,False,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093498_2095_MRGB.browse_enh.png,220,2220,24,20,1.04,480,1.2,0.433,bright,0.183,0.0,False,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093498_2095_MRGB.browse_enh.png,3716,6304,32,16,1.19,512,2.0,0.375,bright,0.154,0.004,False,False,2,3,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
Mars_Perseverance_Sol_1949__Left_Navigation_Camera__Navcam_enh.png,876,1728,64,40,0.42,2560,1.6,0.287,dark,0.0,0.08,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
Mars_Perseverance_Sol_1949__Right_Navigation_Camera__Navcam_enh.png,776,1728,120,60,0.24,7200,2.0,0.32,dark,0.0,0.063,True,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
Mars_Perseverance_Sol_1949__Right_Navigation_Camera__Navcam_enh.png,1136,1860,68,40,0.43,2720,1.7,0.476,dark,0.0,0.146,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
Mars_Perseverance_Sol_1949__SkyCam_Camera_enh.png,396,1544,60,68,0.25,4080,1.13,0.141,dark,0.0,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310024_enh.png,7124,5684,24,16,2.24,384,1.5,0.625,bright,0.0,0.0,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310024_enh.png,7500,5720,36,48,0.42,1728,1.33,0.5,bright,0.0,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310026_enh.png,8188,1864,40,48,0.38,1920,1.2,0.508,bright,0.031,0.119,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310026_enh.png,8604,2212,48,36,0.42,1728,1.33,0.417,bright,0.033,0.061,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310026_enh.png,7860,2332,80,48,0.37,3840,1.67,0.312,bright,0.057,0.062,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310029_enh.png,2288,3108,44,88,0.43,3872,2.0,0.182,bright,0.0,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310033_enh.png,2096,2220,164,44,0.56,7216,3.73,0.164,dark,0.0,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310033_enh.png,1888,6332,64,24,0.69,1536,2.67,0.417,dark,0.0,0.02,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310034_enh.png,3604,2392,12,36,0.81,432,3.0,0.556,bright,0.0,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310034_enh.png,2996,2448,72,16,1.06,1152,4.5,0.431,bright,0.0,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310034_enh.png,2656,2956,56,72,0.28,4032,1.29,0.333,bright,0.004,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310034_enh.png,3456,3780,44,12,0.94,528,3.67,0.606,dark,0.0,0.123,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310035_enh.png,3976,3044,24,20,2.18,480,1.2,0.5,bright,0.0,0.015,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310035_enh.png,4716,4104,44,12,0.93,528,3.67,0.424,bright,0.006,0.015,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310037_enh.png,6008,1340,32,72,0.56,2304,2.25,0.354,bright,0.17,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310037_enh.png,6684,4220,52,100,0.33,5200,1.92,0.323,bright,0.128,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310037_enh.png,6784,4704,92,48,0.38,4416,1.92,0.395,dark,0.143,0.0,True,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310037_enh.png,7236,5528,48,176,0.48,8448,3.67,0.159,bright,0.0,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310037_enh.png,4932,5832,48,48,0.32,2304,1.0,0.243,dark,0.0,0.004,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310037_enh.png,4296,6100,16,64,0.97,1024,4.0,0.312,bright,0.0,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310037_enh.png,5324,6144,328,64,0.04,20992,5.12,0.357,dark,0.069,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310037_enh.png,4424,6308,48,32,0.46,1536,1.5,0.292,bright,0.0,0.005,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310037_enh.png,5208,6556,60,28,0.58,1680,2.14,0.59,dark,0.157,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310038_enh.png,968,196,56,244,0.32,13664,4.36,0.26,bright,0.036,0.008,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310038_enh.png,3424,2496,60,20,0.77,1200,3.0,0.373,dark,0.06,0.0,True,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310038_enh.png,1488,2876,36,12,0.81,432,3.0,0.593,bright,0.046,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310039_enh.png,5428,1768,88,16,1.23,1408,5.5,0.455,bright,0.0,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310039_enh.png,5436,1820,56,16,0.88,896,3.5,0.321,dark,0.0,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310039_enh.png,3592,1876,12,20,2.29,240,1.67,0.867,bright,0.0,0.0,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310039_enh.png,2900,3876,16,56,0.88,896,3.5,0.536,dark,0.0,0.181,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310039_enh.png,9896,4044,16,20,2.2,320,1.25,0.6,bright,0.0,0.0,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310039_enh.png,9468,4376,24,28,2.17,672,1.17,0.595,bright,0.0,0.0,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310042_enh.png,4648,876,40,56,0.4,2240,1.4,0.514,bright,0.0,0.013,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310043_enh.png,4060,1380,108,24,0.97,2592,4.5,0.228,bright,0.002,0.001,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310043_enh.png,260,3672,196,44,0.62,8624,4.45,0.154,dark,0.005,0.182,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310044_enh.png,3824,1224,24,12,2.35,288,2.0,0.833,bright,0.0,0.0,True,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310044_enh.png,664,3924,16,24,2.24,384,1.5,0.583,bright,0.0,0.089,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310044_enh.png,2392,6044,12,44,0.93,528,3.67,0.545,bright,0.0,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310044_enh.png,3896,6140,64,40,0.42,2560,1.6,0.2,bright,0.004,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310045_enh.png,4640,1452,64,36,0.47,2304,1.78,0.361,bright,0.011,0.015,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310045_enh.png,3580,3976,48,16,0.79,768,3.0,0.479,dark,0.0,0.053,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201906010001_enh.png,1644,5164,40,100,0.52,4000,2.5,0.328,dark,0.0,0.257,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201906010001_enh.png,640,5524,20,16,2.2,320,1.25,0.6,bright,0.0,0.15,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201906010004_enh.png,744,3588,160,32,0.93,5120,5.0,0.153,dark,0.0,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201906010006_enh.png,804,2196,40,80,0.47,3200,2.0,0.33,dark,0.0,0.012,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201906010007_enh.png,7572,1392,52,76,0.32,3952,1.46,0.336,dark,0.0,0.061,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201906010008_enh.png,3776,3236,120,68,0.13,8160,1.76,0.196,bright,0.019,0.01,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201906010008_enh.png,2276,5496,36,92,0.56,3312,2.56,0.222,bright,0.222,0.0,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
PIA13227_enh.png,1268,1928,28,20,2.21,560,1.4,0.457,bright,0.166,0.121,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
PIA13516_enh.png,440,1844,44,12,2.08,528,3.67,0.667,bright,0.343,0.093,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
PIA13517_enh.png,1356,1324,68,40,0.43,2720,1.7,0.365,dark,0.001,0.279,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
PIA13642_enh.png,1944,484,12,28,2.4,336,2.33,0.571,bright,0.11,0.015,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
PIA13642_enh.png,1860,1612,12,28,2.41,336,2.33,0.667,bright,0.0,0.0,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
PIA13998_enh.png,1404,1320,12,20,2.29,240,1.67,0.8,dark,0.008,0.188,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
PIA13998_enh.png,3076,3172,64,40,0.42,2560,1.6,0.525,dark,0.059,0.186,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116858127ME_pyr_enh.png,1108,6088,24,16,2.24,384,1.5,0.667,bright,0.07,0.068,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116858127ME_pyr_enh.png,108,13836,16,24,2.25,384,1.5,0.542,bright,0.107,0.117,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116858127ME_pyr_enh.png,532,16476,56,32,0.5,1792,1.75,0.509,bright,0.069,0.081,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116860067ME_pyr_enh.png,484,1672,16,64,0.97,1024,4.0,0.516,bright,0.272,0.056,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116860067ME_pyr_enh.png,560,4396,20,28,2.22,560,1.4,0.657,bright,0.125,0.0,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860067ME_pyr_enh.png,1336,9072,12,24,2.34,288,2.0,0.833,bright,0.125,0.087,True,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860067ME_pyr_enh.png,1588,9164,44,64,0.38,2816,1.45,0.42,dark,0.186,0.149,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116860460ME_pyr_enh.png,352,1036,16,28,2.29,448,1.75,0.75,bright,0.06,0.0,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860852ME_pyr_enh.png,348,5796,16,28,2.29,448,1.75,0.571,bright,0.176,0.02,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860852ME_pyr_enh.png,384,5976,16,16,2.16,256,1.0,0.75,bright,0.113,0.0,True,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861050ME_pyr_enh.png,1656,4620,44,120,0.49,5280,2.73,0.406,bright,0.244,0.123,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116861050ME_pyr_enh.png,1552,7732,40,52,0.4,2080,1.3,0.362,dark,0.003,0.115,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116861245ME_pyr_enh.png,1888,2508,40,52,0.4,2080,1.3,0.3,bright,0.046,0.209,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116861245ME_pyr_enh.png,192,3444,12,28,2.41,336,2.33,0.571,bright,0.012,0.086,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861245ME_pyr_enh.png,1272,9004,24,12,2.34,288,2.0,0.722,dark,0.0,0.108,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861440ME_pyr_enh.png,828,404,20,16,2.2,320,1.25,0.75,bright,0.084,0.0,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861440ME_pyr_enh.png,756,672,20,28,2.21,560,1.4,0.657,bright,0.286,0.014,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,1836,7380,20,28,2.21,560,1.4,0.514,bright,0.03,0.191,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,1772,9792,64,24,0.69,1536,2.67,0.604,bright,0.132,0.201,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116861500ME_pyr_enh.png,1288,10376,24,12,2.34,288,2.0,0.889,dark,0.0,0.007,True,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,944,11004,24,16,2.24,384,1.5,0.542,bright,0.01,0.01,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861918ME_pyr_enh.png,1720,2996,16,28,2.29,448,1.75,0.714,dark,0.0,0.643,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861918ME_pyr_enh.png,1328,3960,52,128,0.35,6656,2.46,0.349,bright,0.229,0.143,True,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116862038ME_pyr_enh.png,1600,3196,12,24,2.35,288,2.0,0.833,dark,0.0,0.444,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862038ME_pyr_enh.png,1960,6272,16,16,2.16,256,1.0,0.75,bright,0.02,0.0,True,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862235ME_pyr_enh.png,616,384,80,64,0.21,5120,1.25,0.428,dark,0.064,0.205,True,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116862235ME_pyr_enh.png,2016,2856,16,28,2.29,448,1.75,0.75,bright,0.074,0.002,True,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862235ME_pyr_enh.png,96,3532,12,24,2.35,288,2.0,0.667,bright,0.0,0.021,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862235ME_pyr_enh.png,44,5040,8,28,0.92,224,3.5,0.857,dark,0.0,0.299,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116862430ME_pyr_enh.png,1768,3444,20,28,2.22,560,1.4,0.514,bright,0.02,0.17,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,1048,7436,20,12,2.29,240,1.67,0.933,bright,0.1,0.0,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862626ME_pyr_enh.png,740,1324,80,64,0.21,5120,1.25,0.356,dark,0.093,0.136,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116862822ME_pyr_enh.png,200,3432,20,12,2.29,240,1.67,0.8,bright,0.058,0.0,True,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862822ME_pyr_enh.png,584,6372,48,36,0.42,1728,1.33,0.398,bright,0.112,0.115,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116863018ME_pyr_enh.png,1856,3192,40,44,0.37,1760,1.1,0.336,bright,0.193,0.159,True,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116863018ME_pyr_enh.png,1264,6360,40,48,0.38,1920,1.2,0.408,bright,0.187,0.106,True,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116863212ME_pyr_enh.png,580,2812,64,60,0.25,3840,1.07,0.35,dark,0.062,0.082,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116864914ME_pyr_enh.png,648,7484,68,64,0.22,4352,1.06,0.57,dark,0.218,0.148,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116864914ME_pyr_enh.png,1164,9812,24,16,2.24,384,1.5,0.667,bright,0.125,0.026,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116864914ME_pyr_enh.png,180,10368,20,24,2.18,480,1.2,0.5,bright,0.04,0.188,False,False,0,2,39.0,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116864914ME_pyr_enh.png,420,16396,60,36,0.46,2160,1.67,0.422,bright,0.06,0.082,False,False,0,2,39.0,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
ESP_093487_1780_MIRB.browse_enh.png,3456,3876,28,48,1.08,1344,1.71,0.262,dark,0.069,0.05,False,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093487_1780_MIRB.browse_enh.png,1104,7464,20,20,0.99,400,1.0,0.56,bright,0.122,0.003,True,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093487_1780_MRGB.browse_enh.png,1868,156,88,24,0.26,2112,3.67,0.394,bright,0.074,0.35,False,False,1,2,38.9,"Candidate surface feature (corresponding feature found in 1 related frame) - evidence class 2 (weak, single acquisition)",
ESP_093487_1780_MRGB.browse_enh.png,3456,3876,28,48,1.08,1344,1.71,0.262,dark,0.07,0.05,False,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093487_1780_MRGB.browse_enh.png,2244,5472,28,48,1.08,1344,1.71,0.488,dark,0.071,0.016,False,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093487_1780_RED.browse_enh.png,140,888,40,16,1.27,640,2.5,0.4,dark,0.027,0.15,False,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093487_1780_RED.browse_enh.png,180,888,32,12,1.31,384,2.67,0.542,dark,0.008,0.216,False,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093487_1780_RED.browse_enh.png,2428,5236,12,32,1.31,384,2.67,0.5,dark,0.031,0.159,False,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093487_1780_RED.browse_enh.png,1188,7296,24,36,1.06,864,1.5,0.333,dark,0.016,0.14,False,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093489_2195_MIRB.browse_enh.png,3516,1020,16,88,0.65,1408,5.5,0.341,bright,0.047,0.129,False,False,1,2,38.9,"Candidate surface feature (corresponding feature found in 1 related frame) - evidence class 2 (weak, single acquisition)",
ESP_093489_2195_MIRB.browse_enh.png,1444,5632,108,16,0.87,1728,6.75,0.343,bright,0.095,0.093,False,False,1,2,38.9,"Candidate surface feature (corresponding feature found in 1 related frame) - evidence class 2 (weak, single acquisition)",
ESP_093489_2195_MRGB.browse_enh.png,3516,1020,16,88,0.65,1408,5.5,0.341,bright,0.047,0.129,False,False,1,2,38.9,"Candidate surface feature (corresponding feature found in 1 related frame) - evidence class 2 (weak, single acquisition)",
ESP_093489_2195_MRGB.browse_enh.png,1444,5632,108,16,0.87,1728,6.75,0.343,bright,0.095,0.093,False,False,1,2,38.9,"Candidate surface feature (corresponding feature found in 1 related frame) - evidence class 2 (weak, single acquisition)",
ESP_093489_2195_RED.browse_enh.png,1180,496,28,20,1.06,560,1.4,0.4,bright,0.248,0.036,False,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093490_1440_RED.browse_enh.png,2976,1604,24,24,0.98,576,1.0,0.333,bright,0.186,0.0,False,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093491_1770_MIRB.browse_enh.png,2248,968,24,40,1.09,960,1.67,0.467,dark,0.0,0.143,True,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093491_1770_MRGB.browse_enh.png,2248,968,24,40,1.09,960,1.67,0.467,dark,0.0,0.143,True,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093491_1770_MRGB.browse_enh.png,1612,2820,24,20,1.03,480,1.2,0.433,bright,0.15,0.0,False,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093493_1390_MIRB.browse_enh.png,2880,1540,16,28,1.14,448,1.75,0.429,dark,0.051,0.002,False,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093493_1390_MIRB.browse_enh.png,2664,2104,20,32,1.09,640,1.6,0.425,dark,0.052,0.05,True,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093493_1390_MIRB.browse_enh.png,3912,4220,12,32,1.31,384,2.67,0.583,bright,0.052,0.0,False,False,2,3,38.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
