image,x,y,w,h,contrast,area_px,aspect,polarity,evidence_class,matches_coord,agrees,disagrees,near_edge,persistence,compactness,bg_std,smooth,grid_energy,edge_sharpness,contrast_stability,interest,score,verdict,confidence,flags,recommendation,path,baseline_fp,fdr_q,solar_elevation_deg,solar_azimuth_deg,pixel_scale_m,size_m,shadow_alignment,inferred_height_m,spacecraft_altitude_km
ESP_013236_1410_MRGB.browse_enh.png,628,4484,12,28,1.44,336,2.33,dark,3,2,2,0,False,1.0,1.0,32.0,no,0.7,1.3797,0.7782,40.6,80.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.384,,,,,,,
ESP_013948_1410_MIRB.abrowse_enh.png,1384,4072,20,20,1.19,400,1.0,dark,3,2,2,0,False,0.973,1.0,49.15,no,0.8233,1.2932,0.843,40.6,80.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.abrowse_enh.png,,0.391,,,,,,,
ESP_013948_1410_MIRB.browse_enh.png,3016,828,12,28,1.44,336,2.33,dark,3,2,2,0,False,1.0,1.0,46.8,no,0.777,0.8071,0.8839,40.6,80.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.browse_enh.png,,0.384,,,,,,,
ESP_013948_1410_MIRB.browse_enh.png,684,4816,24,32,1.69,768,1.33,dark,3,2,2,0,False,1.0,0.523,30.84,no,0.7498,1.2709,0.7993,44.6,80.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.browse_enh.png,,0.376,,,,,,,
ESP_013948_1410_MRGB.abrowse_enh.png,1384,4072,20,20,1.19,400,1.0,dark,3,2,2,0,False,0.973,1.0,49.15,no,0.8233,1.2931,0.8431,40.6,80.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.abrowse_enh.png,,0.391,,,,,,,
ESP_013948_1410_MRGB.browse_enh.png,3016,828,12,28,1.45,336,2.33,dark,3,2,2,0,False,1.0,1.0,46.9,no,0.7772,0.8098,0.8833,40.6,80.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.browse_enh.png,,0.384,,,,,,,
ESP_013948_1410_MRGB.browse_enh.png,764,4684,28,20,1.71,560,1.4,dark,3,2,2,0,False,1.0,0.586,31.58,no,0.7829,1.3449,0.748,44.6,80.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.browse_enh.png,,0.376,,,,,,,
ESP_013948_1410_RED.abrowse_enh.png,3016,1024,12,28,1.45,336,2.33,dark,3,2,2,0,False,1.0,1.0,47.6,no,0.7986,0.72,0.8839,40.6,80.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.abrowse_enh.png,,0.384,,,,,,,
ESP_013948_1410_RED.abrowse_enh.png,816,4800,28,28,1.15,784,1.0,dark,3,2,2,0,False,1.0,0.931,53.39,no,0.7715,1.4054,0.8641,40.5,80.5,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.abrowse_enh.png,,0.394,,,,,,,
ESP_013948_1410_MIRB.abrowse_enh.png,684,5012,24,32,1.67,768,1.33,dark,3,2,2,0,False,1.0,0.533,31.29,no,0.7472,1.2335,0.7985,44.4,80.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.abrowse_enh.png,,0.376,,,,,,,
ESP_013948_1410_MIRB.browse_enh.png,764,4684,28,20,1.69,560,1.4,dark,3,2,2,0,False,1.0,0.586,31.78,no,0.7835,1.3223,0.748,44.4,80.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.browse_enh.png,,0.376,,,,,,,
ESP_013948_1410_MRGB.abrowse_enh.png,684,5012,24,32,1.67,768,1.33,dark,3,2,2,0,False,1.0,0.533,31.29,no,0.7471,1.2336,0.7984,44.4,80.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.abrowse_enh.png,,0.376,,,,,,,
ESP_013948_1410_RED.browse_enh.png,1184,4708,16,24,1.25,384,1.5,dark,3,2,2,0,False,1.0,1.0,43.11,no,0.6273,0.875,0.811,40.3,80.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.390,,,,,,,
ESP_013948_1410_RED.browse_enh.png,1924,5020,20,20,1.15,400,1.0,dark,3,2,2,0,False,0.998,1.0,48.67,no,0.8542,0.55,0.9073,40.3,80.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.394,,,,,,,
ESP_013948_1410_RED.browse_enh.png,1688,9336,16,32,1.34,512,2.0,bright,3,2,2,0,False,1.0,1.0,30.8,no,0.7802,0.9061,0.8065,40.3,80.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.390,,,,,,,
ESP_013236_1410_MIRB.browse_enh.png,1232,1780,16,24,1.24,384,1.5,dark,3,2,2,0,False,1.0,1.0,38.93,no,0.832,0.4174,0.9553,40.2,80.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.browse_enh.png,,0.390,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,1232,1780,16,24,1.24,384,1.5,dark,3,2,2,0,False,1.0,1.0,38.89,no,0.8248,0.418,0.9538,40.2,80.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.390,,,,,,,
ESP_013236_1410_RED.browse_enh.png,1088,3324,24,32,1.64,768,1.33,dark,3,2,2,0,False,1.0,0.595,32.81,no,0.7684,1.3069,0.929,44.2,80.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.376,,,,,,,
ESP_013948_1410_RED.abrowse_enh.png,1404,3964,16,20,1.19,320,1.25,bright,3,2,2,0,False,1.0,1.0,54.36,no,0.7647,0.8686,0.8747,40.2,80.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.abrowse_enh.png,,0.391,,,,,,,
ESP_013236_1410_MIRB.abrowse_enh.png,884,4556,16,32,1.32,512,2.0,dark,3,2,2,0,False,1.0,1.0,41.57,no,0.7479,1.2935,0.7759,40.1,80.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.abrowse_enh.png,,0.390,,,,,,,
ESP_013236_1410_MRGB.abrowse_enh.png,884,4556,16,32,1.32,512,2.0,dark,3,2,2,0,False,1.0,1.0,41.57,no,0.7479,1.2935,0.7759,40.1,80.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.abrowse_enh.png,,0.390,,,,,,,
ESP_013948_1410_MIRB.abrowse_enh.png,764,4880,28,20,1.65,560,1.4,dark,3,2,2,0,False,1.0,0.503,32.54,no,0.7869,1.3297,0.761,44.1,80.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.abrowse_enh.png,,0.376,,,,,,,
ESP_013948_1410_MRGB.abrowse_enh.png,764,4880,28,20,1.65,560,1.4,dark,3,2,2,0,False,1.0,0.503,32.54,no,0.7869,1.3298,0.761,44.1,80.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.abrowse_enh.png,,0.376,,,,,,,
ESP_013236_1410_RED.abrowse_enh.png,1088,3520,24,32,1.62,768,1.33,dark,3,2,2,0,False,1.0,0.675,32.86,no,0.7633,1.3244,0.926,44.0,80.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.abrowse_enh.png,,0.376,,,,,,,
ESP_013236_1410_RED.browse_enh.png,1144,3356,36,16,1.35,576,2.25,dark,3,2,2,0,False,1.0,1.0,35.91,no,0.7426,1.1816,0.873,40.0,80.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.390,,,,,,,
ESP_013948_1410_MIRB.browse_enh.png,1688,9336,16,32,1.3,512,2.0,bright,3,2,2,0,False,1.0,1.0,28.83,no,0.7686,0.9432,0.8077,40.0,80.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.browse_enh.png,,0.390,,,,,,,
ESP_013948_1410_MRGB.browse_enh.png,1688,9336,16,32,1.3,512,2.0,bright,3,2,2,0,False,1.0,1.0,28.77,no,0.7674,0.9396,0.8066,40.0,80.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.browse_enh.png,,0.390,,,,,,,
ESP_013236_1410_MIRB.browse_enh.png,692,4376,28,36,1.13,1008,1.29,dark,3,2,2,0,False,1.0,0.712,36.41,no,0.7654,1.2558,0.7281,39.9,79.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.browse_enh.png,,0.395,,,,,,,
ESP_013236_1410_MIRB.browse_enh.png,2092,7920,12,28,1.37,336,2.33,dark,3,2,2,0,False,1.0,1.0,33.12,no,0.8042,0.7558,0.8985,39.9,79.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.browse_enh.png,,0.386,,,,,,,
ESP_013948_1410_MIRB.browse_enh.png,1220,2508,16,24,1.2,384,1.5,dark,3,2,2,0,False,1.0,1.0,43.29,no,0.6279,1.6873,0.7358,39.9,79.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.browse_enh.png,,0.390,,,,,,,
ESP_013948_1410_MRGB.browse_enh.png,1220,2508,16,24,1.21,384,1.5,dark,3,2,2,0,False,1.0,1.0,43.11,no,0.628,1.6817,0.7366,39.9,79.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.browse_enh.png,,0.390,,,,,,,
ESP_013948_1410_RED.abrowse_enh.png,1220,2704,16,24,1.2,384,1.5,dark,3,2,2,0,False,1.0,1.0,46.72,no,0.6512,1.6653,0.7431,39.9,79.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.abrowse_enh.png,,0.390,,,,,,,
ESP_013236_1410_MIRB.browse_enh.png,1392,3340,16,28,1.7,448,1.75,dark,3,2,2,0,False,1.0,0.613,30.12,no,0.7155,1.1221,0.8721,43.8,79.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.browse_enh.png,,0.376,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,1392,3340,16,28,1.7,448,1.75,dark,3,2,2,0,False,1.0,0.613,30.11,no,0.715,1.1222,0.8717,43.8,79.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.376,,,,,,,
ESP_013948_1410_MIRB.abrowse_enh.png,792,4972,16,24,1.19,384,1.5,dark,3,2,2,0,False,1.0,1.0,50.54,no,0.7167,1.193,0.9292,39.8,79.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.abrowse_enh.png,,0.391,,,,,,,
ESP_013948_1410_MRGB.abrowse_enh.png,792,4972,16,24,1.19,384,1.5,dark,3,2,2,0,False,1.0,1.0,50.54,no,0.7167,1.193,0.9292,39.8,79.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.abrowse_enh.png,,0.391,,,,,,,
ESP_013948_1410_MRGB.browse_enh.png,628,4948,28,20,1.16,560,1.4,dark,3,2,2,0,False,1.0,0.961,27.67,no,0.6498,1.8584,0.7916,39.8,79.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.browse_enh.png,,0.394,,,,,,,
ESP_013948_1410_RED.browse_enh.png,2344,9856,24,40,1.19,960,1.67,bright,3,2,2,0,False,1.0,1.0,42.96,no,0.8552,0.64,0.8529,39.8,79.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.391,,,,,,,
ESP_013236_1410_MIRB.abrowse_enh.png,1380,3412,32,20,1.19,640,1.6,dark,3,2,2,0,False,1.0,0.706,29.19,no,0.708,1.2887,0.8743,39.7,79.7,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.abrowse_enh.png,,0.391,,,,,,,
ESP_013236_1410_MIRB.browse_enh.png,2512,4244,12,32,1.4,384,2.67,dark,3,2,2,0,False,1.0,1.0,29.51,no,0.795,1.1979,0.8863,39.7,79.7,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.browse_enh.png,,0.385,,,,,,,
ESP_013236_1410_MIRB.browse_enh.png,1740,9028,16,36,1.31,576,2.25,bright,3,2,2,0,False,1.0,1.0,34.95,no,0.7998,0.9798,0.7867,39.7,79.7,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.browse_enh.png,,0.390,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,2512,4244,12,32,1.4,384,2.67,dark,3,2,2,0,False,1.0,1.0,29.51,no,0.795,1.1979,0.8863,39.7,79.7,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.385,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,1740,9028,16,36,1.31,576,2.25,bright,3,2,2,0,False,1.0,1.0,34.95,no,0.7998,0.9798,0.7867,39.7,79.7,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.390,,,,,,,
ESP_013236_1410_RED.browse_enh.png,1740,9028,16,36,1.3,576,2.25,bright,3,2,2,0,False,1.0,1.0,36.65,no,0.8091,0.9142,0.7866,39.6,79.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.390,,,,,,,
ESP_013948_1410_MIRB.browse_enh.png,2076,8260,12,28,1.33,336,2.33,dark,3,2,2,0,False,1.0,1.0,34.59,no,0.7294,0.8956,0.9783,39.6,79.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.browse_enh.png,,0.390,,,,,,,
ESP_013948_1410_RED.abrowse_enh.png,1308,2764,20,36,1.21,720,1.8,bright,3,2,2,0,False,1.0,1.0,40.06,no,0.8177,0.9346,0.8754,39.6,79.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.abrowse_enh.png,,0.390,,,,,,,
ESP_013948_1410_RED.browse_enh.png,1356,3804,16,28,1.21,448,1.75,dark,3,2,2,0,False,1.0,0.814,33.66,no,0.6822,1.4508,0.7468,39.6,79.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.390,,,,,,,
ESP_013236_1410_RED.abrowse_enh.png,1700,8944,20,28,1.13,560,1.4,bright,3,2,2,0,False,1.0,1.0,55.93,no,0.7552,0.8824,0.8818,39.5,79.5,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.abrowse_enh.png,,0.395,,,,,,,
ESP_013236_1410_RED.browse_enh.png,2512,4244,12,32,1.38,384,2.67,dark,3,2,2,0,False,1.0,1.0,31.26,no,0.8061,1.2127,0.8856,39.5,79.5,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.386,,,,,,,
ESP_013236_1410_RED.browse_enh.png,1216,4368,16,40,1.33,640,2.5,dark,3,2,2,0,False,1.0,1.0,28.17,no,0.6881,1.2913,0.9088,39.5,79.5,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.390,,,,,,,
ESP_013236_1410_RED.browse_enh.png,2412,9564,16,40,1.34,640,2.5,bright,3,2,2,0,False,1.0,1.0,40.6,no,0.7959,0.7641,0.8682,39.5,79.5,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.390,,,,,,,
ESP_013236_1410_MIRB.abrowse_enh.png,616,4384,20,48,1.27,960,2.4,dark,3,2,2,0,False,1.0,0.785,30.44,no,0.7682,1.5624,0.8378,39.3,79.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.abrowse_enh.png,,0.390,,,,,,,
ESP_013236_1410_MIRB.abrowse_enh.png,1700,8944,20,28,1.11,560,1.4,bright,3,2,2,0,False,1.0,1.0,53.01,no,0.7427,0.9813,0.8839,39.3,79.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.abrowse_enh.png,,0.397,,,,,,,
ESP_013236_1410_MRGB.abrowse_enh.png,616,4384,20,48,1.27,960,2.4,dark,3,2,2,0,False,1.0,0.785,30.44,no,0.7682,1.5624,0.8378,39.3,79.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.abrowse_enh.png,,0.390,,,,,,,
ESP_013236_1410_MRGB.abrowse_enh.png,1700,8944,20,28,1.11,560,1.4,bright,3,2,2,0,False,1.0,1.0,53.01,no,0.7427,0.9813,0.8839,39.3,79.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.abrowse_enh.png,,0.397,,,,,,,
ESP_013236_1410_MRGB.abrowse_enh.png,2772,10084,24,36,1.11,864,1.5,bright,3,2,2,0,False,1.0,1.0,19.47,no,0.851,2.1647,0.8782,39.3,79.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.abrowse_enh.png,,0.397,,,,,,,
ESP_013948_1410_MIRB.browse_enh.png,1744,7376,20,20,1.5,400,1.0,bright,3,2,2,0,False,1.0,0.511,27.32,no,0.7883,1.4807,0.9587,43.3,79.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.browse_enh.png,,0.379,,,,,,,
ESP_013948_1410_MRGB.browse_enh.png,1744,7376,20,20,1.49,400,1.0,bright,3,2,2,0,False,1.0,0.503,27.47,no,0.7877,1.4891,0.9603,43.2,79.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.browse_enh.png,,0.381,,,,,,,
